-1.344489016619712096e-01,-1.048549825480897812e-01,-1.220697548282246303e-01,-9.818748980468076926e-02,1.222482293489315312e-03,-6.640452801700497121e-02,1.061062778192041062e-01,-1.345847317847076452e-01,2.409295440634346211e-02,5.090195508028589472e-02,-9.816910421547875298e-02,1.040652573307966899e-01,-9.701895638413833567e-02,1.052354718558797114e-01,6.682491744605240092e-02
-3.446385153754562974e-02,-4.145482887725029930e-02,-5.268623366569434585e-02,-3.530228071010237112e-02,1.078224544935690518e-02,-2.118046532421649364e-01,1.119710207275189662e-01,-4.940248194866531800e-02,7.033381495563453129e-03,1.539531847514202280e-02,-1.949504520986654332e-02,4.154083201398953845e-02,-4.429646369491901242e-02,7.937017945859546619e-02,1.422867592551302074e-01
9.384506660589092553e-02,-1.327771077141206776e-02,-4.498551342904368727e-02,4.114336657417311249e-02,-6.781217271209463715e-02,-2.496531364907888240e-01,5.061083287105984374e-02,9.242195733486347972e-03,6.589311664349280229e-02,-9.536344254555753630e-02,4.399486140350949981e-02,5.210961215874913149e-02,-1.437320390283391147e-01,1.232815215699627348e-01,1.314592225930258096e-01
2.560120577722428403e-01,-1.752696720648710960e-01,-1.945329052446001517e-01,1.044602232341298453e-01,-3.565422095221682519e-01,-1.261132708317147244e-01,-1.531877976773081962e-01,-1.118361401336158828e-01,3.132353908960291422e-01,-3.423815903719186204e-01,2.200130997782831846e-02,2.995457579337931775e-01,-5.926406928336536151e-01,3.877550409412759969e-01,4.517326924440961955e-02
2.682651086969534693e-01,-2.162070360898952215e-01,-2.224179326345408769e-01,9.941752850559851251e-02,-4.014331328733852233e-01,-1.229290404992024188e-01,-1.842595287391601000e-01,-1.493596772003260575e-01,3.437871746731520073e-01,-3.545176290371158667e-01,6.208617549145599261e-03,3.443465452089210510e-01,-6.510273540855368024e-01,4.244340715529384966e-01,5.322390185164773552e-02
-1.062077785209114833e-01,-6.730837911036272048e-02,-1.132445876883287628e-01,-8.423831535832000672e-02,-1.923877894534592112e-02,-1.026526372232694079e-01,8.274444506377763575e-02,-8.496576199041859512e-02,1.221273393774401257e-03,8.388537160395553860e-02,-7.171988897267059238e-02,7.510893597332449212e-02,-9.681491845604668633e-02,5.780452133434873380e-02,6.312414238314836834e-02
-1.035677180846044793e-01,-6.391362215036433536e-02,-1.118594304448206067e-01,-8.276341114711481539e-02,-2.018095983568602217e-02,-1.064512810581145774e-01,8.142722534516376454e-02,-8.058575983403006016e-02,-7.740938247533806112e-04,8.604507257426741162e-02,-6.915796770478509214e-02,7.223687342836297709e-02,-9.568125382147348035e-02,5.397758703674682829e-02,6.351137006994897471e-02
-1.344863758252740349e-01,-1.049678072317555139e-01,-1.219764555838029202e-01,-9.817801238822859711e-02,1.432272786588382595e-03,-6.645639381777550259e-02,1.063123958718255463e-01,-1.347460511482153067e-01,2.417362456636504287e-02,5.065626785811058047e-02,-9.820133328467078870e-02,1.041045019416382972e-01,-9.683298664813462520e-02,1.054631774346293516e-01,6.700926708085520878e-02
-1.023522995786629169e-01,-8.442162962961533013e-02,-9.038929647586346761e-02,-7.645141514878932287e-02,1.768046031532455320e-02,-1.270771181352446932e-01,1.198433491516397720e-01,-1.087845600435208282e-01,1.628501764757759110e-02,3.416675004101162039e-02,-7.066163522907152605e-02,7.893342873219405531e-02,-6.216519807295668720e-02,1.000145314014213999e-01,1.056657620271618664e-01
-2.566690628290554943e-02,-3.698796957557197451e-02,-4.935339541929029822e-02,-3.002064116836033678e-02,8.243923637881197738e-03,-2.196726669532029774e-01,1.097289495451312380e-01,-4.279282859868911715e-02,7.523813641406550123e-03,1.140880559662573075e-02,-1.361565216583194085e-02,3.851706005566431223e-02,-4.516954643290761739e-02,7.840872496412283621e-02,1.449299340902877042e-01
4.781826480751943248e-02,-1.329592049409660491e-02,-3.705530763438402014e-02,1.397805424286617179e-02,-2.861720489818201513e-02,-2.553208065620505840e-01,8.012291099666372929e-02,-1.523936672122450618e-03,3.118468506783142816e-02,-4.202066003711934367e-02,2.713728305463457280e-02,3.376190345740941179e-02,-8.520466816330192483e-02,9.212801427534549059e-02,1.475949575059680718e-01
1.043059195135717654e-01,-1.508830511247630235e-02,-4.855146914163864513e-02,4.719876516113456766e-02,-7.862650178745085594e-02,-2.455391735092117278e-01,4.261880968916305357e-02,9.870116803033009839e-03,7.596233961347198527e-02,-1.094714776474963180e-01,4.682007045414494223e-02,5.875001444952196450e-02,-1.608408684101324260e-01,1.328774467921232938e-01,1.260803535357571392e-01
1.762532579679223221e-01,-4.927472526956540311e-02,-9.130209288162012549e-02,8.577933352868742645e-02,-1.745060126652488441e-01,-1.948591424470118849e-01,-2.667557719861110566e-02,-7.141415556776230071e-03,1.656900157278963504e-01,-2.203129476848775248e-01,5.508525935109736399e-02,1.310811969936624410e-01,-3.171013297568566203e-01,2.233569766522711941e-01,7.823216833866088182e-02
