2.533279440154785622e-02,8.444214655771960232e-02,4.345860955260617831e-02,3.724902790386935792e-04,1.867788216697959490e-03,1.685236975012327221e-01,-3.732620880286729309e-02,7.861328739670786492e-02,2.289052556222692103e-01,-5.655062964295861500e-02,-1.157782192333547400e-01,-3.421462394375651000e-02,3.265277675498355625e-02,-1.408631514559707532e-01,2.168370408159979168e-01
2.531442602049755256e-02,8.447164153957330279e-02,4.343714807793375154e-02,3.731049459158606381e-04,1.877789817523395485e-03,1.685362845558360523e-01,-3.733710928017795055e-02,7.861809095645026779e-02,2.288871591732482003e-01,-5.655829107060634381e-02,-1.157686507127210496e-01,-3.421442060955068309e-02,3.266157696045936948e-02,-1.408569607965649284e-01,2.168642571367243865e-01
2.437615100353191996e-02,8.597703933219745520e-02,4.234166148469468982e-02,4.045108237587834231e-04,2.388381024216008723e-03,1.691787197366100559e-01,-3.789338800368569765e-02,7.886362147795750177e-02,2.279632458726620625e-01,-5.694939972725685667e-02,-1.152796687263706737e-01,-3.420405825851042386e-02,3.311085010916833132e-02,-1.405409347993827884e-01,2.182530634387012114e-01
2.445112097354342623e-02,8.585684315438533998e-02,4.242913865755346126e-02,4.020014981880047134e-04,2.347605015746481380e-03,1.691274239170355020e-01,-3.784897665756380841e-02,7.884399240560975575e-02,2.280370377660806969e-01,-5.691816689214147795e-02,-1.153187538842293941e-01,-3.420488597611347908e-02,3.307496873483823513e-02,-1.405661722868220831e-01,2.181421952799053321e-01
2.465626312110933901e-02,8.552787001755747520e-02,4.266855117883493198e-02,3.951346843569541372e-04,2.236010107647208936e-03,1.689870311669075253e-01,-3.772742163848039065e-02,7.879028986852916472e-02,2.282389811697904669e-01,-5.683268828918500160e-02,-1.154256911258160767e-01,-3.420715012082393980e-02,3.297677216040082598e-02,-1.406352418074949817e-01,2.178387371379059412e-01
2.466347048639853240e-02,8.551630996389653072e-02,4.267696384293633710e-02,3.948934210771680355e-04,2.232088889022987299e-03,1.689820978427780673e-01,-3.772315013959100932e-02,7.878840335468334510e-02,2.282460768402708451e-01,-5.682968471288218915e-02,-1.154294478705481242e-01,-3.420722965940711791e-02,3.297332179733617613e-02,-1.406376687767107447e-01,2.178280732480996629e-01
2.462423085992112431e-02,8.557924557035953561e-02,4.263116315722781380e-02,3.962069456828407055e-04,2.253437078559734300e-03,1.690089560369577304e-01,-3.774640509819284645e-02,7.879867445507827972e-02,2.282074459009515721e-01,-5.684603698076350770e-02,-1.154089944498785936e-01,-3.420679661967888918e-02,3.299210656907258093e-02,-1.406244556977951643e-01,2.178861295718969859e-01
2.469253571311556122e-02,8.546969016893427029e-02,4.271089057107273906e-02,3.939204732148855943e-04,2.216275400252448128e-03,1.689622025867946187e-01,-3.770592382718289393e-02,7.878079576067173462e-02,2.282746921234007076e-01,-5.681757187078560062e-02,-1.154445975038318611e-01,-3.420755041615559933e-02,3.295940721422205982e-02,-1.406474562636307324e-01,2.177850672306249624e-01
2.490680471768534632e-02,8.512593779834716490e-02,4.296104260076136910e-02,3.867479159619677340e-04,2.099681144583942852e-03,1.688155054713860459e-01,-3.757890185943912192e-02,7.872472125826499023e-02,2.284856691267373174e-01,-5.672826182565841174e-02,-1.155562688666742638e-01,-3.420991540491973015e-02,3.285681543655043224e-02,-1.407196207031482793e-01,2.174679456569427183e-01
2.522350242311286947e-02,8.461762804854897069e-02,4.333092271642139531e-02,3.761477359076926012e-04,1.927294408482219373e-03,1.685985844849002546e-01,-3.739106060543922333e-02,7.864187049837109700e-02,2.287975873638409541e-01,-5.659621245428971686e-02,-1.157212840119652697e-01,-3.421341459148255493e-02,3.270513502352975083e-02,-1.408263193095453392e-01,2.169989618107913409e-01
