1.632439062086787074e-01,1.265377041809120084e-01,1.278989403266951319e-01,4.046532751368280695e-02,4.970965639111762230e-02,2.181018174697159917e-01,-1.616922528157860584e-01,-2.598954000347218352e-01,-1.949492829827569884e-01,-3.156737428898606646e-02,6.008926756059195656e-02,-1.250597023608729375e-01,-1.460668269905897043e-01,-3.510742134389231023e-02,3.790583484608033848e-01,-2.061883691056341505e-01,-1.195143776879080272e-01,-1.263664464973558721e-01,-1.868239291451296441e-02,-2.245194591954401131e-01,-1.874879438605192850e-01,-4.674757866245484589e-02,-2.979194980433059192e-01,-2.996445158254268382e-01,2.948058588515180614e-02
1.633674851953462737e-01,1.265102527114232434e-01,1.279500083005949140e-01,4.048406942852311730e-02,4.971007610608479260e-02,2.182416593645983283e-01,-1.617580380529281270e-01,-2.599465555587938126e-01,-1.949900646076218880e-01,-3.157127430932602646e-02,6.022838809317155456e-02,-1.252068972127639845e-01,-1.462483775231054051e-01,-3.505335351929143861e-02,3.793218936830136112e-01,-2.062980595496958780e-01,-1.194948029784439064e-01,-1.264141707409401072e-01,-1.882536534826654770e-02,-2.246206305546200599e-01,-1.876766009165165838e-01,-4.672946263748784662e-02,-2.979638700788567185e-01,-2.998037986912971409e-01,2.945269866070255108e-02
1.636559838137572054e-01,1.264457381389709756e-01,1.280670621767975026e-01,4.052540774465329676e-02,4.970940281782965098e-02,2.185662442637175129e-01,-1.619089409335899010e-01,-2.600630505101935164e-01,-1.950845510262441129e-01,-3.158082173129795472e-02,6.055291192300545078e-02,-1.255497888871643652e-01,-1.466704957927118802e-01,-3.492449845890076288e-02,3.799343115431867424e-01,-2.065515801584562328e-01,-1.194461779254320788e-01,-1.265232691256409081e-01,-1.915733294692581468e-02,-2.248545637550688758e-01,-1.881165900708051952e-01,-4.668522423554710005e-02,-2.980600665248185899e-01,-3.001733628909435958e-01,2.938818015903396988e-02
1.638238252004011186e-01,1.264079509741931617e-01,1.281337754647663973e-01,4.054791910995470677e-02,4.970791950014596949e-02,2.187539053714327997e-01,-1.619950362588636339e-01,-2.601289483715156226e-01,-1.951390782146496250e-01,-3.158668342817960717e-02,6.074159143149679418e-02,-1.257488222971109293e-01,-1.469150395219686600e-01,-3.484784409377719022e-02,3.802888449607759735e-01,-2.066974462090773179e-01,-1.194160293538495260e-01,-1.265852517248720888e-01,-1.934934787655950839e-02,-2.249892289491945696e-01,-1.883722989624077582e-01,-4.665822565900353686e-02,-2.981113830851727653e-01,-3.003869066796555631e-01,2.935101974555391277e-02
1.640095566151027473e-01,1.263659349351078098e-01,1.282064185479759033e-01,4.057152236870406603e-02,4.970532124979584743e-02,2.189605865175552057e-01,-1.620888699016589385e-01,-2.602002678555154214e-01,-1.951990549231584215e-01,-3.159345044579912193e-02,6.095030911602850043e-02,-1.259687011476267604e-01,-1.471848115938322321e-01,-3.476157056111379290e-02,3.806797114967072626e-01,-2.068574778771759548e-01,-1.193810860903231907e-01,-1.266525660839025458e-01,-1.956090342632289120e-02,-2.251370334736030876e-01,-1.886550453716590303e-01,-4.662725891363328490e-02,-2.981642624503363370e-01,-3.006219692992905257e-01,2.931022056739435167e-02
1.642149635291670629e-01,1.263192365720938459e-01,1.282853176879047430e-01,4.059603378479060415e-02,4.970125785678089492e-02,2.191879781346727230e-01,-1.621908931806513576e-01,-2.602771849705215468e-01,-1.952649578138733188e-01,-3.160129296885922506e-02,6.118107104069737956e-02,-1.262114380761130972e-01,-1.474821762220449861e-01,-3.466438058284508628e-02,3.811102420608863950e-01,-2.070327788385230849e-01,-1.193405116946997802e-01,-1.267254506680237092e-01,-1.979375844686047034e-02,-2.252990177919917680e-01,-1.889674847295348681e-01,-4.659166744230352347e-02,-2.982180235798836399e-01,-3.008804193100850788e-01,2.926549622694381292e-02
1.644419615392208600e-01,1.262673643739526952e-01,1.283707572723657153e-01,4.062118239722376650e-02,4.969528965255216868e-02,2.194378419460910057e-01,-1.623015076699603487e-01,-2.603597956870626340e-01,-1.953372854431653927e-01,-3.161041669487540950e-02,6.143603178573254359e-02,-1.264791792054431874e-01,-1.478096341867543018e-01,-3.455479303535897995e-02,3.815839398659565118e-01,-2.072244541397189610e-01,-1.192933143437280852e-01,-1.268040862363633836e-01,-2.004975100564959645e-02,-2.254762291201302393e-01,-1.893124551790744958e-01,-4.655067759048116954e-02,-2.982717300481974032e-01,-3.011641916145254561e-01,2.921656113888504436e-02
1.646925915422119413e-01,1.262097893131413351e-01,1.284629588138778700e-01,4.064658735906172271e-02,4.968686734219771722e-02,2.197119901901496419e-01,-1.624210374695875536e-01,-2.604480861212906118e-01,-1.954165542529219535e-01,-3.162107050647707668e-02,6.171748981156421204e-02,-1.267741957873370906e-01,-1.481698059877431806e-01,-3.443111708886819472e-02,3.821044505047731521e-01,-2.074335821236322208e-01,-1.192383180687248689e-01,-1.268885713624158806e-01,-2.033077788273365133e-02,-2.256696966773901747e-01,-1.896929669640350369e-01,-4.650337757603002775e-02,-2.983241288779698297e-01,-3.014752607153853292e-01,2.916313887330174506e-02
1.649690110891455785e-01,1.261459465878792541e-01,1.285620554009456462e-01,4.067173102076624552e-02,4.967530791484988523e-02,2.200122580035782927e-01,-1.625496949474317943e-01,-2.605418963638308494e-01,-1.955032935266457494e-01,-3.163355577045502687e-02,6.202787871002598402e-02,-1.270988714448307300e-01,-1.485654081428248174e-01,-3.429142267653621790e-02,3.826755211999436357e-01,-2.076611788336500397e-01,-1.191741289838712803e-01,-1.269788925409844338e-01,-2.063876697696747156e-02,-2.258804001967681940e-01,-1.901121854269467726e-01,-4.644869284514500929e-02,-2.983735787931807715e-01,-3.018156057103978385e-01,2.910497294288744152e-02
1.656083568223979952e-01,1.259970394730367815e-01,1.287808371900278082e-01,4.071828476869288060e-02,4.963919957924554233e-02,2.206983944718647062e-01,-1.628344283458866837e-01,-2.607444405830764422e-01,-1.957013299120070327e-01,-3.166555868744130170e-02,6.274578157490970365e-02,-1.278471941073133222e-01,-1.494740632988799944e-01,-3.395485019278959848e-02,3.839845243909910666e-01,-2.081752625825468717e-01,-1.190112610903686641e-01,-1.271762077723098128e-01,-2.134328385556928664e-02,-2.263569485965830352e-01,-1.910800366044653753e-01,-4.631187764166500714e-02,-2.984546125483391599e-01,-3.025917953421691786e-01,2.897356758725343207e-02
